,admin2Name,Name (merged),ADM2_PCODE,lat,lon,,,,,,,
191,El Carmen de Atrato,El Carmen de Atrato,CO27245,5.88778,-75.1642,,,,,,,
39,El Carmen de Bolívar,El Carmen de Bolívar,CO13244,9.716666666666667,-75.13333333333334,,,,,,,
487,El Carmen de Viboral,El Carmen de Viboral,CO05148,6.083333333333333,-75.33333333333333,,,,,,,
846,El Carmen del Darién,El Carmen del Darién,NA,,,,,,,,,
749,"El Carmen, Norte de Santander",El Carmen,NA,8.51278,-73.4508,,,,,,,
1087,"El Castillo, Meta",El Castillo,CO50251,3.56806,-73.7839,,,,,,,
786,"El Cerrito, Valle del Cauca",El Cerrito,CO76248,3.6666666666666665,-76.16666666666667,,,,,,,
255,El Charco,El Charco,CO52250,2.4775,-78.1111111111111,,,,,,,
558,El Cocuy,El Cocuy,CO15244,6.416666666666667,-72.41666666666667,,,,,,,
459,El Colegio,El Colegio,CO25245,4.5808333333333335,-74.44250000000001,,,,,,,
378,El Copey,El Copey,CO20238,10.15,-73.96666666666667,,,,,,,
750,El Doncello,El Doncello,CO18247,1.6833333333333333,-75.28333333333333,,,,,,,
1088,"El Dorado, Meta",El Dorado,CO50270,3.74167,-73.8389,,,,,,,
1,El Dovio,El Dovio,CO76250,4.516666666666667,-76.23333333333333,,,,,,,
1039,El Encanto,El Encanto,CO91263,-1.7788888888888887,-73.21055555555556,,,,,,,
256,"El Espinal, Tolima",El Espinal,CO73268,4.2,-74.83333333333333,,,,,,,
939,"El Espino, Boyacá",El Espino,CO15248,6.583333333333333,-72.41666666666667,,,,,,,
192,El Guacamayo,El Guacamayo,CO68245,6.333333333333333,-73.46666666666667,,,,,,,
654,El Guamo,El Guamo,CO13248,10.083333333333334,-74.91666666666667,,,,,,,
460,"El Molino, La Guajira",El Litoral del San Juan,CO27250,10.6533,-72.9242,,,,,,,
379,"El Paso, Cesar",El Molino,CO44110,9.66222,-73.7519,,,,,,,
84,El Paujil,El Paso,CO20250,1.56444,-75.3319,,,,,,,
787,"El Peñol, Antioquia",El Paujíl,CO18256,6.2186111111111115,-75.24333333333334,,,,,,,
193,"El Peñol, Nariño",El Peñol,CO52254,1.453611,-77.439722,,,,,,,
559,"El Peñón, Bolívar",El Peñón,CO13268,8.988333333333333,-73.94944444444445,,,,,,,
940,"El Peñón, Cundinamarca",El Peñón,CO25258,5.251666666666667,-74.28611111111111,,,,,,,
720,"El Peñón, Santander",El Peñón,CO68250,5.89222,-73.7403,,,,,,,
941,El Piñón,El Piñón,CO47258,10.333333333333334,-74.66666666666667,,,,,,,
721,"El Playón, Santander",El Playón,CO68255,7.47667,-73.2081,,,,,,,
673,El Retén,El Retén,CO47268,10.6167,-74.2667,,,,,,,
1006,El Retorno,El Retorno,CO95025,2.33056,-72.6278,,,,,,,
560,"El Roble, Sucre",El Roble,CO70233,9.1,-75.2,,,,,,,
788,"El Rosal, Cundinamarca",El Rosal,CO25260,4.851944444444444,-74.26277777777777,,,,,,,
111,"El Rosario, Nariño",El Rosario,CO52256,1.7430555555555556,-77.33472222222221,,,,,,,
789,El Santuario,El Santuario,CO05697,6.1375,-75.263889,,,,,,,
418,El Tablón,El Tablón de Gómez,CO52258,1.4269444444444446,-77.09694444444445,,,,,,,
790,"El Tambo, Cauca",El Tambo,CO19256,2.45417,-76.8178,,,,,,,
847,"El Tambo, Nariño",El Tambo,CO52260,1.41306,-77.3981,,,,,,,
848,El Tarra,El Tarra,CO54250,8.0475,-73.0836,,,,,,,
942,El Zulia,El Zulia,CO54261,7.933333333333334,-72.6,,,,,,,
943,"Encino, Santander",Encino,CO68264,6.137777777777778,-73.09888888888888,,,,,,,
167,"Enciso, Santander",Enciso,CO68266,6.75,-72.63333333333334,,,,,,,
52,Engativá,Engativá,NA,4.726111111111111,-74.1,,,,,,,
53,Entrerríos,Entrerríos,CO05264,6.566666666666666,-75.51666666666667,,,,,,,
561,Envigado,Envigado,CO05266,6.166666666666667,-75.56666666666666,,,,,,,
352,Facatativá,Facatativá,CO25269,4.816666666666666,-74.36666666666666,,,,,,,
891,"Filadelfia, Caldas",Filadelfia,CO17272,5.3,-75.6,,,,,,,
257,"Filandia, Quindío",Filandia,CO63272,4.666666666666667,-75.63333333333334,,,,,,,
1041,Firavitoba,Firavitoba,CO15272,5.65,-73,,,,,,,
380,Flandes,Flandes,CO73275,4.283333333333333,-74.8,,,,,,,
419,"Florencia, Caquetá",Florencia,CO18001,1.613888888888889,-75.61277777777777,,,,,,,
258,"Florencia, Cauca",Florencia,CO19290,1.682222222222222,-77.07222222222222,,,,,,,
944,"Floresta, Boyacá",Floresta,CO15276,5.916666666666667,-72.91666666666667,,,,,,,
1089,Florián,Florián,CO68271,5.80472,-73.9742,,,,,,,
945,"Florida, Valle del Cauca",Florida,CO76275,3.3274999999999997,-76.23861111111111,,,,,,,
562,"Floridablanca, Santander",Floridablanca,CO68276,7.216666666666667,-73.06666666666666,,,,,,,
655,Fómeque,Fómeque,CO25279,4.4847222222222225,-73.89361111111111,,,,,,,
168,"Fonseca, La Guajira",Fonseca,CO44279,10.833333333333334,-72.83333333333333,,,,,,,
136,Fontibón,Fontibón,NA,4.6786111111111115,-74.14111111111112,,,,,,,
563,Fortul,Fortul,CO81300,6.79222,-71.7756,,,,,,,
791,"Fosca, Cundinamarca",Fosca,CO25281,4.333333333333333,-73.93333333333334,,,,,,,
54,"Francisco Pizarro, Nariño",Francisco Pizarro,CO52520,2.1,-78.71666666666667,,,,,,,
1042,"Fredonia, Antioquia",Fredonia,CO05282,5.916666666666667,-75.66666666666667,,,,,,,
55,"Fresno, Tolima",Fresno,CO73283,5.155555555555556,-75.04027777777777,,,,,,,
751,"Frontino, Antioquia",Frontino,CO05284,6.783333333333333,-76.13333333333334,,,,,,,
722,Fuente de Oro,Fuente de Oro,CO50287,3.466666666666667,-73.61666666666666,,,,,,,
792,Fundación,Fundación,CO47288,10.5214,-74.1867,,,,,,,
564,"Funes, Nariño",Funes,CO52287,1,-77.45,,,,,,,
566,Funza,Funza,CO25286,4.716666666666667,-74.21666666666667,,,,,,,
565,Fúquene,Fúquene,CO25288,5.405,-73.79583333333333,,,,,,,
567,Fusagasugá,Fusagasugá,CO25290,4.345152777777778,-74.36182222222222,,,,,,,
568,Gachalá,Gachalá,CO25293,4.6930555555555555,-73.52,,,,,,,
259,Gachancipá,Gachancipá,CO25295,4.990833333333334,-73.87305555555555,,,,,,,
569,Gachantivá,Gachantivá,CO15293,5.75,-73.5,,,,,,,
946,Gachetá,Gachetá,CO25297,4.817555555555555,-73.63602777777778,,,,,,,
1007,"Galán, Santander",Galán,CO68296,6.7,-73.3,,,,,,,
570,"Galeras, Sucre",Galeras,CO70235,9.166666666666666,-75.05,,,,,,,
461,"Gama, Cundinamarca",Gama,CO25299,4.762777777777778,-73.61083333333333,,,,,,,
947,"Gamarra, Cesar",Gamarra,CO20295,8.333333333333334,-73.66666666666667,,,,,,,
264,Gámbita,Gámbita,CO68298,6,-73.25,,,,,,,
684,Gámeza,Gámeza,CO15296,5.8,-72.8,,,,,,,
892,"Garzón, Huila",Garzón,CO41298,2.1819444444444445,-75.65777777777778,,,,,,,
685,"Génova, Quindío",Génova,CO63302,4.25,-75.66666666666667,,,,,,,
1090,"Gigante, Huila",Gigante,CO41306,2.38667,-75.5461,,,,,,,
56,"Ginebra, Valle del Cauca",Ginebra,CO76306,3.75,-76.16666666666667,,,,,,,
571,"Giraldo, Antioquia",Giraldo,CO05306,6.680277777777778,-75.95305555555557,,,,,,,
57,"Girardot, Cundinamarca",Girardot,CO25307,4.305,-74.80166666666666,,,,,,,
58,Girardota,Girardota,CO05308,6.376391666666667,-75.44728611111111,,,,,,,
462,Gómez Plata,Gómez Plata,CO05310,6.683333333333334,-75.21666666666667,,,,,,,
849,"González, Cesar",González,CO20310,8.4,-73.33333333333333,,,,,,,
59,Gramalote,Gramalote,CO54313,7.9275,-72.7538888888889,,,,,,,
572,"Granada, Antioquia",Granada,CO05313,6.147,-75.188,,,,,,,
752,"Granada, Cundinamarca",Granada,CO25312,4.518611111111111,-74.35138888888888,,,,,,,
949,"Granada, Meta",Granada,CO50313,3.33333,-73.8333,,,,,,,
261,"Guaca, Santander",Guaca,CO68318,,,,,,,,,
1091,"Guacamayas, Boyacá",Guacamayas,CO15317,6.5,-72.5,,,,,,,
420,Guacarí,Guacarí,CO76318,3.7666666666666666,-76.33333333333333,,,,,,,
573,Guachené,Guachené,CO19300,3.1333333333333333,-76.38333333333334,,,,,,,
793,Guachetá,Guachetá,CO25317,5.385555555555555,-73.68555555555555,,,,,,,
60,Guachucal,Guachucal,CO52317,0.9666666666666667,-77.73333333333333,,,,,,,
686,"Guadalupe, Antioquia",Guadalupe,CO05315,6.8175,-75.24416666666667,,,,,,,
950,"Guadalupe, Huila",Guadalupe,CO41319,2.025,-75.7572,,,,,,,
574,"Guadalupe, Santander",Guadalupe,CO68320,6.247,-73.418,,,,,,,
794,Guaduas,Guaduas,CO25320,5.069444444444445,-74.59805555555555,,,,,,,
795,Guaitarilla,Guaitarilla,CO52320,1.13333,-77.5564,,,,,,,
723,Gualmatán,Gualmatán,CO52323,0.919167,-77.5661,,,,,,,
753,Guamal,Guamal,CO47318,9.14722,-74.23,,,,,,,
1043,"Guamal, Meta",Guamal,CO50318,3.88,-73.7656,,,,,,,
421,Guamo,Guamo,CO73319,4.083333333333333,-74.91666666666667,,,,,,,
951,"Guapi, Cauca",Guapi,CO19318,2.5666666666666664,-77.88333333333334,,,,,,,
1008,Guapotá,Guapotá,CO68322,6.383333333333333,-73.25,,,,,,,
61,"Guaranda, Sucre",Guaranda,CO70265,8.466666666666667,-75.53333333333333,,,,,,,
575,Guarne,Guarne,CO05318,6.280011111111111,-75.44273333333334,,,,,,,
62,Guasca,Guasca,CO25322,4.865833333333333,-73.87722222222222,,,,,,,
576,Guatapé,Guatapé,CO05321,6.233333333333333,-75.16666666666667,,,,,,,
577,Guataquí,Guataquí,CO25324,4.516944444444444,-74.79055555555556,,,,,,,
262,Guatavita,Guatavita,CO25326,4.934444444444445,-73.83444444444444,,,,,,,
902,Guateque,Guateque,CO15322,5.0055555555555555,-73.47222222222223,,,,,,,
952,Guática,Guática,CO66318,5.316666666666666,-75.8,,,,,,,
578,Guavatá,Guavatá,CO68324,5.95,-73.7,,,,,,,
579,Guayabal de Síquima,Guayabal de Síquima,CO25328,4.866666666666667,-74.46666666666667,,,,,,,
263,Guayabetal,Guayabetal,CO25335,4.215277777777778,-73.81444444444445,,,,,,,
953,Guayatá,Guayatá,CO15325,4.966666666666667,-73.48333333333333,,,,,,,
265,Güepsa,Güepsa,CO68327,6.016666666666667,-73.56666666666666,,,,,,,
580,Güicán,Güicán de la Sierra,CO15332,6.466666666666667,-72.41666666666667,,,,,,,
194,"Gutiérrez, Cundinamarca",Gutiérrez,CO25339,4.25,-74,,,,,,,
392,Hatillo de Loba,Hatillo de Loba,CO13300,8.95861,-74.0808,,,,,,,
954,Hato Corozal,Hato Corozal,CO85125,3.183333333333333,-73.75,,,,,,,
656,"Hato, Santander",Hato,CO68344,6.583333333333333,-73.33333333333333,,,,,,,
63,Hatonuevo,Hatonuevo,CO44378,11.0694,-72.7669,,,,,,,
851,"Heliconia, Antioquia",Heliconia,CO05347,6.216666666666667,-75.73333333333333,,,,,,,
1044,Herrán,Herrán,CO54347,7.516666666666667,-72.48333333333333,,,,,,,
64,Herveo,Herveo,CO73347,5.083333333333333,-75.16666666666667,,,,,,,
687,"Hispania, Antioquia",Hispania,CO05353,5.803,-75.912,,,,,,,
1045,"Hobo, Huila",Hobo,CO41349,2.5833333333333335,-75.45,,,,,,,
1046,"Honda, Tolima",Honda,CO73349,5.204166666666667,-74.74166666666667,,,,,,,
1047,Ibagué,Ibagué,CO73001,4.433333333333334,-75.23333333333333,,,,,,,
796,Icononzo,Icononzo,CO73352,4.183333333333334,-74.53333333333333,,,,,,,
797,"Iles, Nariño",Iles,CO52352,0.9666666666666667,-77.51666666666667,,,,,,,
667,Imués,Imués,CO52354,1.0666666666666667,-77.5,,,,,,,
798,"Inírida, Guainía",Inírida,CO94001,3.865277777777778,-67.9238888888889,,,,,,,
688,Ipiales,Ipiales,CO52356,0.8302777777777778,-77.64444444444445,,,,,,,
689,Iquira,Íquira,CO41357,2.65,-75.65,,,,,,,
488,Isnos,Isnos,CO41359,1.9333333333333333,-76.23333333333333,,,,,,,
65,Istmina,Istmina,CO27361,5.166666666666667,-76.68333333333334,,,,,,,
66,Itagüí,Itagüí,CO05360,6.166666666666667,-75.61666666666666,,,,,,,
266,Ituango,Ituango,CO05361,7.166666666666667,-75.75,,,,,,,
1092,"Iza, Boyacá",Iza,CO15362,5.6,-72.98333333333333,,,,,,,
67,Jamundí,Jamundí,CO76364,3.2666666666666666,-76.55,,,,,,,
267,Jardín,Jardín,CO05364,5.5986111111111105,-75.81944444444444,,,,,,,
68,Jenesano,Jenesano,CO15367,5.383333333333333,-73.36666666666666,,,,,,,
268,"Jericó, Antioquia",Jericó,CO05368,5.783333333333333,-75.78333333333333,,,,,,,
581,"Jericó, Boyacá",Jericó,CO15368,6.14917,-72.555,,,,,,,
955,"Jerusalén, Cundinamarca",Jerusalén,CO25368,4.563055555555556,-74.69527777777778,,,,,,,
956,"Jesus María, Santander",Jesús María,CO68368,5.883333333333333,-73.78333333333333,,,,,,,
145,"Jordán, Santander",Jordán,CO68370,6.75,-73.06666666666666,,,,,,,
582,Juan de Acosta,Juan de Acosta,CO08372,10.833333333333334,-75.03333333333333,,,,,,,
489,"Junín, Cundinamarca",Junín,CO25372,4.790277777777778,-73.81361111111111,,,,,,,
169,Juradó,Juradó,CO27372,7.11139,-77.7714,,,,,,,
514,"Kennedy, Bogotá",Kenny,NA,4.6436111111111105,-74.15333333333334,,,,,,,
690,La Apartada,La Apartada,CO23350,8.10056,-75.3825,,,,,,,
583,"La Argentina, Huila",La Argentina,CO41378,2.19611,-75.98,,,,,,,
170,"La Calera, Cundinamarca",La Belleza,CO68377,4.753055555555555,-73.92,,,,,,,
269,La Candelaria,La Calera,CO25377,4.591722,-74.07413,,,,,,,
69,La Capilla,La Capilla,CO15380,5.095555555555555,-73.44361111111111,,,,,,,
903,"La Ceja, Antioquia",La Ceja,CO05376,6.030555555555556,-75.43166666666667,,,,,,,
799,La Celia,La Celia,CO66383,5.001944444444445,-76.0038888888889,,,,,,,
1093,"La Cruz, Nariño",La Cruz,CO52378,1.60472,-76.9742,,,,,,,
353,"La Cumbre, Valle del Cauca",La Cumbre,CO76377,,,,,,,,,
852,"La Dorada, Caldas",La Dorada,CO17380,5.453838888888889,-74.664675,,,,,,,
70,"La Esperanza, Norte de Santander",La Esperanza,CO54385,7.63917,-73.3358,,,,,,,
800,"La Estrella, Antioquia",La Estrella,CO05380,6.166666666666667,-75.66666666666667,,,,,,,
463,"La Florida, Nariño",La Florida,CO52381,1.30167,-77.4106,,,,,,,
668,"La Gloria, Cesar",La Gloria,CO20383,8.583333333333334,-73.58333333333333,,,,,,,
464,La Guadalupe,La Guadalupe,CO94885,1.2469444444444444,-66.86444444444444,,,,,,,
657,"La Jagua de Ibirico, Cesar",La Jagua de Ibirico,CO20400,9.566666666666666,-73.33333333333333,,,,,,,
801,La Jagua del Pilar,La Jagua del Pilar,CO44420,10.516666666666666,-73.08333333333333,,,,,,,
754,La Llanada,La Llanada,CO52385,1.47778,-77.5839,,,,,,,
354,"La Macarena, Meta",La Macarena,CO50350,2.1827777777777775,-73.78472222222221,,,,,,,
584,"La Merced, Caldas",La Merced,CO17388,5.399444444444444,-75.54416666666667,,,,,,,
381,"La Mesa, Cundinamarca",La Mesa,CO25386,4.630277777777779,-74.4625,,,,,,,
585,La Montañita,La Montañita,CO18410,1.5833333333333335,-75.25,,,,,,,
959,"La Palma, Cundinamarca",La Palma,CO25394,5.360555555555555,-74.38972222222223,,,,,,,
2,"La Paz, Cesar",La Paz,CO20621,10.383333,-73.166667,,,,,,,
586,"La Paz, Santander",La Paz,CO68397,6.178056,-73.589444,,,,,,,
71,"La Pedrera, Amazonas",La Pedrera,CO91407,-1.3166666666666667,-69.56666666666666,,,,,,,
691,"La Peña, Cundinamarca",La Peña,CO25398,5.199166666666667,-74.39361111111111,,,,,,,
853,"La Pintada, Antioquia",La Pintada,CO05390,5.75,-75.6,,,,,,,
1122,"La Plata, Huila",La Plata,CO41396,2.39,-75.9075,,,,,,,
393,La Playa de Belén,La Playa,CO54398,8.25,-73.16666666666667,,,,,,,
424,"La Primavera, Vichada",La Primavera,CO99524,5.49056,-70.4092,,,,,,,
893,La Salina,La Salina,CO85136,6.13056,-72.3378,,,,,,,
802,"La Sierra, Cauca",La Sierra,CO19392,2.25,-76.83333333333333,,,,,,,
72,"La Tebaida, Quindío",La Tebaida,CO63401,4.45,-75.8,,,,,,,
803,La Tola,La Tola,CO52390,2.4166666666666665,-78.25,,,,,,,
1009,"La Unión, Antioquia",La Unión,CO05400,5.973611111111111,-75.36138888888888,,,,,,,
1094,"La Unión, Nariño",La Unión,CO52399,1.6019,-77.1317,,,,,,,
755,"La Unión, Sucre",La Unión,CO70400,8.86056,-75.2806,,,,,,,
270,"La Unión, Valle del Cauca",La Unión,CO76400,3.653888888888889,-76.57222222222222,,,,,,,
425,La Uribe,La Uribe,NA,3.2408333333333332,-74.3536111111111,,,,,,,
587,La Uvita,La Uvita,CO15403,6.333333333333333,-72.5,,,,,,,
3,"La Vega, Cauca",La Vega,CO19397,2.0008333333333335,-76.77777777777777,,,,,,,
271,"La Vega, Cundinamarca",La Vega,CO25402,4.9991666666666665,-74.3411111111111,,,,,,,
1095,"La Victoria, Amazonas",La Victoria,CO15401,,,,,,,,,
904,"La Victoria, Boyacá",La Victoria,CO76403,5.52278,-74.2328,,,,,,,
854,"La Victoria, Valle del Cauca",La Victoria,CO91430,4.521388888888889,-76.0363888888889,,,,,,,
272,La Virginia,La Virginia,CO66400,4.916666666666667,-75.83333333333333,,,,,,,
958,Labateca,Labateca,CO54377,7.333333333333333,-72.5,,,,,,,
960,Labranzagrande,Labranzagrande,CO15377,5.566666666666666,-72.56666666666666,,,,,,,
804,Landázuri,Landázuri,CO68385,6.218055555555556,-73.81138888888889,,,,,,,
756,"Lebrija, Santander",Lebrija,CO68406,7.416666666666667,-73.41666666666667,,,,,,,
588,"Leiva, Nariño",Leiva,CO52405,1.9375,-77.3081,,,,,,,
1048,Lejanías,Lejanías,CO50400,3.5268055555555553,-74.02322222222222,,,,,,,
1049,Lenguazaque,Lenguazaque,CO25407,5.3069444444444445,-73.70611111111111,,,,,,,
73,"Lérida, Tolima",Lérida,CO73408,4.9,-74.91666666666667,,,,,,,
805,"Líbano, Tolima",Leticia,CO91001,4.916666666666667,-75.16666666666667,,,,,,,
490,Liborina,Líbano,CO73411,6.683333333333334,-75.81666666666666,,,,,,,
491,"Linares, Nariño",Liborina,CO05411,1.35,-77.53333333333333,,,,,,,
426,Litoral del San Juan,Linares,CO52411,4.25861,-77.3675,,,,,,,
806,Lloró,Lloró,CO27413,5.5,-76.53333333333333,,,,,,,
516,López de Micay,López de Micay,CO19418,3,-77.25,,,,,,,
171,"Los Andes, Nariño",Los Andes,CO52418,1.4933333333333334,-77.5213888888889,,,,,,,
1010,Los Córdobas,Los Córdobas,CO23419,8.9,-76.36666666666666,,,,,,,
855,Los Mártires,Los Mártires,NA,4.604444444444444,-74.08999999999999,,,,,,,
470,Los Palmitos,Los Palmitos,CO70418,9.38111,-75.2714,,,,,,,
961,Los Patios,Los Patios,CO54405,7.833333333333333,-72.51666666666667,,,,,,,
856,"Los Santos, Santander",Los Santos,CO68418,10.383333333333333,-73.16666666666667,,,,,,,
146,"Lourdes, Norte de Santander",Lourdes,CO54418,7.966666666666667,-72.83333333333333,,,,,,,
273,Luruaco,Luruaco,CO08421,10.6083,-75.1417,,,,,,,
962,Macanal,Macanal,CO15425,4.9719444444444445,-73.31944444444444,,,,,,,
74,Macaravita,Macaravita,CO68425,6.5,-72.6,,,,,,,
589,"Maceo, Antioquia",Maceo,CO05425,6.55,-74.78333333333333,,,,,,,
590,Machetá,Machetá,CO25426,5.080216666666667,-73.607475,,,,,,,
195,"Madrid, Cundinamarca",Madrid,CO25430,4.734444444444445,-74.26833333333333,,,,,,,
807,Magangué,Magangué,CO13430,9.25,-74.76666666666667,,,,,,,
196,Magüí Payán,Magüí,CO52427,1.9333333333333333,-78.2,,,,,,,
658,Mahates,Mahates,CO13433,10.233333333333333,-75.18333333333334,,,,,,,
1011,Maicao,Maicao,CO44430,11.377777777777778,-72.2388888888889,,,,,,,
963,"Majagual, Sucre",Majagual,CO70429,8.5,-74.66666666666667,,,,,,,
147,"Málaga, Santander",Málaga,CO68432,6.783333333333333,-72.66666666666667,,,,,,,
808,"Malambo, Atlántico",Malambo,CO08433,10.85,-74.75,,,,,,,
148,Mallama,Mallama,CO52435,1.1411111111111112,-77.86444444444444,,,,,,,
465,"Manatí, Atlántico",Manatí,CO08436,10.445,-74.95972222222223,,,,,,,
659,"Manaure, Cesar",Manaure,CO44560,11.783333333333333,-72.45,,,,,,,
394,"Manaure, La Guajira",Manaure Balcón del Cesar,CO20443,11.7792,-72.4494,,,,,,,
355,"Maní, Casanare",Maní,CO85139,4.816666666666666,-72.28333333333333,,,,,,,
591,Manizales,Manizales,CO17001,5.1,-75.55,,,,,,,
356,"Manta, Cundinamarca",Manta,CO25436,5.083333333333333,-73.58333333333333,,,,,,,
757,"Manzanares, Caldas",Manzanares,CO17433,5.251944444444445,-75.15694444444445,,,,,,,
197,Mapiripán,Mapiripán,CO50325,2.8833333333333333,"-
72.13333333333334",,,,,,,
198,"Margarita, Bolívar",Margarita,CO13440,9.083333333333334,-74.2,,,,,,,
75,María La Baja,María La Baja,CO13442,10,-75.33333333333333,,,,,,,
274,Marinilla,Marinilla,CO05440,6.173802777777778,-75.33472222222221,,,,,,,
1050,Maripí,Maripí,CO15442,5.55,-74.01666666666667,,,,,,,
357,"Mariquita, Tolima",San Sebastián de Mariquita,CO73443,5.25,-74.91666666666667,,,,,,,
358,"Marmato, Caldas",Marmato,CO17442,5.5,-75.58333333333333,,,,,,,
905,"Marquetalia, Caldas",Marquetalia,CO17444,5.333333333333333,-75,,,,,,,
359,Marsella,Marsella,CO66440,4.916666666666667,-75.75,,,,,,,
964,"Marulanda, Caldas",Marulanda,CO17446,5.283333333333333,-75.26666666666667,,,,,,,
76,"Matanza, Santander",Matanza,CO68444,7.416666666666667,-73.08333333333333,,,,,,,
592,Medellín,Medellín,CO05001,6.230833333333334,-75.59055555555555,,,,,,,
492,"Medina, Cundinamarca",Medina,CO25438,4.509166666666666,-73.34944444444444,,,,,,,
493,Medio Atrato,Medio Atrato,CO27425,5.995,-76.7825,,,,,,,
494,Medio Baudó,Medio Baudó,CO27430,5.05,-77.05,,,,,,,
1051,Medio San Juan,Medio San Juan,CO27450,5.1,-76.6833,,,,,,,
427,"Melgar, Tolima",Melgar,CO73449,4.203888888888889,-74.64277777777778,,,,,,,
758,"Mercaderes, Cauca",Mercaderes,CO19450,1.8,-77.16666666666667,,,,,,,
382,Mesetas,Mesetas,CO50330,3.37806,-74.0447,,,,,,,
275,"Milán, Caquetá",Milán,CO18460,1.2891666666666666,-75.50638888888889,,,,,,,
674,"Miraflores, Boyacá",Miraflores,CO15455,5.196388888888889,-73.14444444444445,,,,,,,
428,"Miraflores, Guaviare",Miraflores,CO95200,1.33667,-71.9511,,,,,,,
4,"Miranda, Cauca",Miranda,CO19455,3.25,-76.25,,,,,,,
906,Mirití-Paraná,Mirití - Paraná,CO91460,-0.8833333333333333,-70.98361111111112,,,,,,,
1114,Mistrató,Mistrató,CO66456,5.3,-75.88333333333334,,,,,,,
